Date,SalesRep,Region,Product,Color,Units,Revenue,,,,,,,,,,,,
43016,Julie,East,Aspen,Blue,2,49,,,,,,,,,,,,
43016,Nicole,South,Sunshine,Blue,3,62.85,,,,,,,,,,,,
43016,Julie,East,Sunbell,Red,2,51,,,,,,,,,,,,
43016,Jessica,South,Carlota,Clear,3,71.85,,,,,,,,,,,,
43016,Nicole,South,Aspen,Clear,1,24,,,,,,,,,,,,
43016,Mike,East,Sunbell,Red,3,75,,,,,,,,,,,,
43016,Jessica,East,Bellen,Red,3,68.85,,,,,,,,,,,,
43016,Julie,South,Bellen,Purple,2,48.9,,,,,,,,,,,,
43016,Julie,South,Quad,Blue,1,36,,,,,,,,,,,,
43016,Julie,South,Bellen,Blue,3,71.85,,,,,,,,,,,,
43016,Nicole,South,Sunshine,Clear,3,62.85,,,,,,,,,,,,
43016,Adam,East,Sunbell,Purple,2,49,,,,,,,,,,,,
43016,Nicole,West,Bellen,Blue,2,48.9,,,,,,,,,,,,
43016,Mike,West,Quad,Blue,2,71,,,,,,,,,,,,
43016,Mike,West,Sunshine,Red,2,42.9,,,,,,,,,,,,
43016,Julie,South,Doublers,Purple,2,158.9,,,,,,,,,,,,
43016,Mike,West,Aspen,Red,2,43,,,,,,,,,,,,
43016,Nabil,South,Aspen,Red,5,123,,,,,,,,,,,,
43016,Julie,West,Quad,Clear,2,69,,,,,,,,,,,,
43016,Mike,West,Sunshine,Blue,1,22.95,,,,,,,,,,,,
43016,Adam,East,Quad,Clear,3,99,,,,,,,,,,,,
43016,Adam,West,Sunshine,Blue,4,82.8,,,,,,,,,,,,
43016,Julie,West,Aspen,Rainbow,1,28,,,,,,,,,,,,
43016,Jessica,West,Bellen,Blue,3,71.85,,,,,,,,,,,,
43016,Mike,East,Bellen,Blue,1,24.95,,,,,,,,,,,,
43016,Jessica,West,Quad,Purple,1,36,,,,,,,,,,,,
43016,Jessica,West,Quad,Red,3,105,,,,,,,,,,,,
43016,Nabil,South,Quad,Clear,18,567.3,,,,,,,,,,,,
43016,Mike,West,Sunshine,Red,2,42.9,,,,,,,,,,,,
43016,Nicole,West,Doublers,Rainbow,11,838.45,,,,,,,,,,,,
43016,Nabil,South,Quad,Clear,2,69,,,,,,,,,,,,
43016,Julie,West,Carlota,Rainbow,2,48.9,,,,,,,,,,,,
43016,Jessica,West,Aspen,Blue,3,66,,,,,,,,,,,,
43016,Mike,East,Doublers,Blue,3,73.5,,,,,,,,,,,,
43016,Adam,East,Bellen,Red,3,71.85,,,,,,,,,,,,
43016,Julie,West,Sunbell,Purple,2,58,,,,,,,,,,,,
43016,Jessica,East,Bellen,Purple,3,71.85,,,,,,,,,,,,
43016,Nabil,West,Quad,Purple,1,37,,,,,,,,,,,,
43016,Nabil,West,Sunshine,Blue,1,22.95,,,,,,,,,,,,
43016,Nabil,South,Sunbell,Blue,11,253.8,,,,,,,,,,,,
43016,Jessica,South,Doublers,Clear,3,73.5,,,,,,,,,,,,
43016,Jessica,East,Bellen,Rainbow,2,59,,,,,,,,,,,,
43016,Jessica,South,Sunbell,Rainbow,2,51,,,,,,,,,,,,
43016,Mike,East,Bellen,Blue,1,24.95,,,,,,,,,,,,
43016,Jessica,West,Sunbell,Purple,2,58,,,,,,,,,,,,
43016,Julie,South,Bellen,Blue,25,548,,,,,,,,,,,,
43016,Jessica,West,Sunshine,Clear,22,419.9,,,,,,,,,,,,
43016,Julie,West,Sunshine,Red,2,42.9,,,,,,,,,,,,
43016,Jessica,South,Doublers,Blue,4,314.8,,,,,,,,,,,,
43016,Julie,West,Carlota,Red,18,395.4,,,,,,,,,,,,
43016,Mike,West,Quad,Blue,1,36,,,,,,,,,,,,
43016,Mike,East,Sunbell,Blue,3,72,,,,,,,,,,,,
43016,Nabil,West,Sunbell,Blue,1,28,,,,,,,,,,,,
43016,Mike,West,Carlota,Clear,1,25.95,,,,,,,,,,,,
43016,Jessica,West,Carlota,Clear,3,71.85,,,,,,,,,,,,
43016,Julie,West,Aspen,Red,2,53,,,,,,,,,,,,
43016,Adam,East,Doublers,Blue,12,259.56,,,,,,,,,,,,
43016,Jessica,West,Sunbell,Red,3,75,,,,,,,,,,,,
43016,Jessica,South,Sunbell,Clear,3,75,,,,,,,,,,,,
43016,Nabil,South,Sunshine,Red,3,62.85,,,,,,,,,,,,
43016,Nicole,West,Bellen,Clear,3,71.85,,,,,,,,,,,,
43016,Adam,West,Sunshine,Red,2,42.9,,,,,,,,,,,,
43016,Jessica,West,Doublers,Blue,4,97,,,,,,,,,,,,
43016,Nabil,West,Doublers,Red,25,561.25,,,,,,,,,,,,
43016,Mike,South,Carlota,Blue,3,71.85,,,,,,,,,,,,
43016,Mike,East,Quad,Red,2,67,,,,,,,,,,,,
43017,Adam,East,Sunshine,Purple,3,62.85,,,,,,,,,,,,
43017,Julie,East,Sunbell,Clear,1,27,,,,,,,,,,,,
43017,Nabil,East,Sunshine,Clear,3,62.85,,,,,,,,,,,,
43017,Jessica,East,Sunbell,Red,3,75,,,,,,,,,,,,
43017,Julie,South,Doublers,Red,2,50,,,,,,,,,,,,
43017,Adam,South,Quad,Blue,24,778.2,,,,,,,,,,,,
43017,Nicole,South,Doublers,Clear,3,242.85,,,,,,,,,,,,
43017,Nicole,West,Quad,Purple,9,300,,,,,,,,,,,,
43017,Nabil,East,Aspen,Blue,3,72,,,,,,,,,,,,
43017,Julie,South,Bellen,Clear,1,25.95,,,,,,,,,,,,
43017,Jessica,West,Sunbell,Rainbow,5,123,,,,,,,,,,,,
43017,Adam,West,Sunshine,Blue,3,62.85,,,,,,,,,,,,
43017,Jessica,West,Sunbell,Red,2,51,,,,,,,,,,,,
43017,Adam,East,Carlota,Clear,1,24.95,,,,,,,,,,,,
43017,Nabil,South,Quad,Red,21,661.35,,,,,,,,,,,,
43017,Jessica,East,Doublers,Clear,1,25.5,,,,,,,,,,,,
43017,Julie,West,Sunbell,Clear,14,368.82,,,,,,,,,,,,
43017,Julie,East,Sunbell,Blue,2,49,,,,,,,,,,,,
43017,Adam,West,Aspen,Purple,2,43,,,,,,,,,,,,
43017,Mike,West,Bellen,Clear,2,61,,,,,,,,,,,,
43017,Mike,West,Quad,Clear,18,310.8,,,,,,,,,,,,
43017,Julie,West,Quad,Clear,2,39,,,,,,,,,,,,
43017,Adam,West,Doublers,Clear,2,162.9,,,,,,,,,,,,
43017,Mike,West,Carlota,Blue,3,71.85,,,,,,,,,,,,
43017,Nicole,West,Quad,Blue,14,455.2,,,,,,,,,,,,
43017,Julie,West,Carlota,Purple,2,48.9,,,,,,,,,,,,
43017,Julie,South,Bellen,Clear,2,48.9,,,,,,,,,,,,
43017,Julie,West,Bellen,Blue,2,63,,,,,,,,,,,,
43017,Nicole,East,Bellen,Blue,19,399.15,,,,,,,,,,,,
43017,Nicole,West,Bellen,Rainbow,6,183,,,,,,,,,,,,
43017,Julie,South,Sunshine,Purple,1,22.95,,,,,,,,,,,,
43017,Mike,East,Carlota,Clear,3,68.85,,,,,,,,,,,,
43017,Mike,South,Aspen,Red,1,23,,,,,,,,,,,,
43017,Julie,East,Sunshine,Red,2,42.9,,,,,,,,,,,,
43017,Adam,East,Aspen,Blue,1,26,,,,,,,,,,,,
43017,Nabil,East,Quad,Rainbow,2,67,,,,,,,,,,,,
43017,Nicole,West,Quad,Red,1,37,,,,,,,,,,,,
43017,Jessica,East,Carlota,Clear,3,71.85,,,,,,,,,,,,
43017,Nabil,East,Quad,Clear,3,102,,,,,,,,,,,,
43017,Mike,East,Doublers,Clear,3,70.5,,,,,,,,,,,,
43017,Julie,South,Sunbell,Blue,4,99,,,,,,,,,,,,
43017,Mike,South,Quad,Red,2,69,,,,,,,,,,,,
43017,Nabil,South,Sunbell,Blue,2,56,,,,,,,,,,,,
43017,Nabil,West,Sunbell,Clear,2,53,,,,,,,,,,,,
43017,Julie,West,Quad,Rainbow,2,71,,,,,,,,,,,,
43017,Nabil,West,Sunshine,Red,2,42.9,,,,,,,,,,,,
43017,Adam,West,Sunbell,Purple,1,30.5,,,,,,,,,,,,
43017,Nabil,West,Quad,Blue,3,105,,,,,,,,,,,,
43017,Jessica,East,Quad,Red,1,35,,,,,,,,,,,,
43017,Adam,West,Bellen,Rainbow,3,71.85,,,,,,,,,,,,
43017,Nicole,West,Carlota,Clear,1,25.95,,,,,,,,,,,,
43017,Julie,West,Carlota,Blue,2,48.9,,,,,,,,,,,,
43017,Jessica,West,Aspen,Rainbow,3,75,,,,,,,,,,,,
43017,Nicole,West,Doublers,Blue,3,242.85,,,,,,,,,,,,
43017,Jessica,West,Carlota,Red,2,48.9,,,,,,,,,,,,
43017,Nicole,South,Sunbell,Red,2,56,,,,,,,,,,,,
43018,Mike,South,Aspen,Blue,1,23,,,,,,,,,,,,
43018,Mike,South,Sunbell,Purple,3,78,,,,,,,,,,,,
43018,Nicole,South,Bellen,Clear,2,63,,,,,,,,,,,,
43018,Jessica,South,Doublers,Red,7,167.5,,,,,,,,,,,,
43018,Julie,South,Sunbell,Blue,2,53,,,,,,,,,,,,
43018,Jessica,South,Sunbell,Rainbow,2,58,,,,,,,,,,,,
43018,Mike,East,Aspen,Red,3,60,,,,,,,,,,,,
43018,Nicole,South,Sunbell,Red,3,75,,,,,,,,,,,,
43018,Nabil,South,Aspen,Red,3,63,,,,,,,,,,,,
43018,Nabil,South,Aspen,Red,2,43,,,,,,,,,,,,
43018,Jessica,South,Doublers,Clear,2,50,,,,,,,,,,,,
43018,Julie,East,Aspen,Red,1,26,,,,,,,,,,,,
43018,Jessica,South,Sunshine,Red,2,42.9,,,,,,,,,,,,
43018,Julie,West,Carlota,Red,3,71.85,,,,,,,,,,,,
43018,Nicole,South,Aspen,Rainbow,3,75,,,,,,,,,,,,
43018,Mike,West,Quad,Clear,1,36,,,,,,,,,,,,
43018,Mike,West,Bellen,Rainbow,2,48.9,,,,,,,,,,,,
43018,Nabil,West,Sunshine,Clear,1,22.95,,,,,,,,,,,,
43018,Jessica,East,Doublers,Red,3,230.85,,,,,,,,,,,,
43018,Mike,West,Aspen,Blue,2,43,,,,,,,,,,,,
43018,Nabil,West,Bellen,Clear,2,48.9,,,,,,,,,,,,
43018,Adam,East,Sunshine,Red,2,40.9,,,,,,,,,,,,
43018,Jessica,West,Aspen,Clear,2,53,,,,,,,,,,,,
43018,Jessica,West,Bellen,Clear,3,71.85,,,,,,,,,,,,
43018,Nicole,East,Bellen,Rainbow,2,46.9,,,,,,,,,,,,
43018,Nabil,South,Sunbell,Clear,3,75,,,,,,,,,,,,
43018,Julie,West,Quad,Blue,2,69,,,,,,,,,,,,
43018,Nabil,West,Doublers,Red,1,26.5,,,,,,,,,,,,
43018,Julie,West,Sunshine,Blue,2,42.9,,,,,,,,,,,,
43018,Nabil,South,Sunshine,Rainbow,2,42.9,,,,,,,,,,,,
43018,Mike,South,Sunshine,Purple,8,162.6,,,,,,,,,,,,
43018,Adam,South,Aspen,Blue,3,63,,,,,,,,,,,,
43018,Mike,East,Doublers,Rainbow,3,73.5,,,,,,,,,,,,
43018,Nabil,South,Sunbell,Red,2,51,,,,,,,,,,,,
43018,Nabil,East,Sunbell,Rainbow,1,29.5,,,,,,,,,,,,
43018,Jessica,East,Carlota,Red,3,68.85,,,,,,,,,,,,
43018,Nicole,East,Quad,Clear,3,102,,,,,,,,,,,,
43018,Julie,East,Carlota,Clear,2,48.9,,,,,,,,,,,,
43018,Mike,South,Bellen,Rainbow,2,48.9,,,,,,,,,,,,
43018,Jessica,West,Quad,Purple,3,105,,,,,,,,,,,,
43018,Julie,West,Bellen,Clear,8,186.6,,,,,,,,,,,,
43018,Adam,East,Quad,Purple,7,234,,,,,,,,,,,,
43018,Julie,East,Doublers,Red,22,473.36,,,,,,,,,,,,
43018,Julie,East,Sunshine,Clear,2,40.9,,,,,,,,,,,,
43018,Mike,South,Aspen,Clear,2,43,,,,,,,,,,,,
43018,Julie,West,Doublers,Clear,1,26.5,,,,,,,,,,,,
43018,Julie,East,Sunshine,Red,22,399,,,,,,,,,,,,
43018,Julie,West,Sunbell,Rainbow,2,58,,,,,,,,,,,,
43018,Nabil,West,Sunbell,Clear,2,53,,,,,,,,,,,,
43018,Nabil,West,Carlota,Red,3,71.85,,,,,,,,,,,,
43018,Jessica,South,Doublers,Clear,1,25.5,,,,,,,,,,,,
43018,Jessica,West,Aspen,Rainbow,2,53,,,,,,,,,,,,
43018,Nabil,South,Doublers,Red,3,236.85,,,,,,,,,,,,
43018,Nicole,West,Bellen,Red,1,32,,,,,,,,,,,,
43018,Nabil,West,Sunbell,Red,3,78,,,,,,,,,,,,
43018,Mike,West,Carlota,Red,2,48.9,,,,,,,,,,,,
43018,Mike,West,Quad,Red,14,441.9,,,,,,,,,,,,
43018,Jessica,West,Carlota,Blue,2,48.9,,,,,,,,,,,,
43018,Mike,West,Sunbell,Rainbow,2,53,,,,,,,,,,,,
43018,Julie,East,Sunbell,Blue,2,49,,,,,,,,,,,,
43018,Julie,West,Carlota,Clear,2,48.9,,,,,,,,,,,,
43018,Julie,West,Sunbell,Blue,1,27,,,,,,,,,,,,
43018,Jessica,West,Sunshine,Clear,3,62.85,,,,,,,,,,,,
43018,Julie,West,Sunbell,Purple,1,30.5,,,,,,,,,,,,
43018,Julie,West,Quad,Blue,3,57,,,,,,,,,,,,
43019,Nabil,South,Aspen,Purple,2,53,,,,,,,,,,,,
43019,Jessica,East,Carlota,Clear,1,25.95,,,,,,,,,,,,
43019,Mike,South,Quad,Blue,4,135,,,,,,,,,,,,
43019,Nabil,South,Aspen,Blue,4,99,,,,,,,,,,,,
43019,Mike,South,Quad,Red,2,41,,,,,,,,,,,,
43019,Julie,East,Doublers,Blue,2,162.9,,,,,,,,,,,,
43019,Julie,East,Quad,Purple,2,69,,,,,,,,,,,,
43019,Jessica,East,Doublers,Rainbow,2,48,,,,,,,,,,,,
43019,Jessica,West,Sunshine,Blue,3,62.85,,,,,,,,,,,,
43019,Julie,East,Sunshine,Red,2,40.9,,,,,,,,,,,,
43019,Nabil,West,Doublers,Rainbow,21,471.93,,,,,,,,,,,,
43019,Nabil,West,Sunbell,Red,1,27,,,,,,,,,,,,
43019,Jessica,West,Doublers,Blue,3,242.85,,,,,,,,,,,,
43019,Mike,West,Sunbell,Red,2,51,,,,,,,,,,,,
43019,Adam,West,Bellen,Red,4,119,,,,,,,,,,,,
43019,Julie,West,Aspen,Blue,2,43,,,,,,,,,,,,
43019,Julie,East,Aspen,Rainbow,1,22,,,,,,,,,,,,
43019,Nicole,West,Quad,Red,12,390.6,,,,,,,,,,,,
43019,Mike,West,Sunshine,Rainbow,21,400.95,,,,,,,,,,,,
43019,Mike,East,Doublers,Purple,1,25.5,,,,,,,,,,,,
43019,Adam,East,Bellen,Rainbow,3,68.85,,,,,,,,,,,,
43019,Nabil,West,Sunshine,Red,2,42.9,,,,,,,,,,,,
43019,Mike,South,Sunbell,Rainbow,2,51,,,,,,,,,,,,
43019,Nicole,East,Quad,Rainbow,1,21,,,,,,,,,,,,
43019,Mike,East,Sunbell,Blue,2,49,,,,,,,,,,,,
43019,Julie,South,Aspen,Red,2,51,,,,,,,,,,,,
43019,Mike,South,Sunshine,Red,2,42.9,,,,,,,,,,,,
43019,Julie,East,Sunbell,Red,2,56,,,,,,,,,,,,
43019,Jessica,West,Aspen,Clear,3,78,,,,,,,,,,,,
43019,Nicole,East,Carlota,Purple,2,48.9,,,,,,,,,,,,
43019,Mike,East,Carlota,Blue,2,48.9,,,,,,,,,,,,
43019,Nicole,West,Carlota,Blue,1,25.95,,,,,,,,,,,,
43019,Mike,East,Aspen,Purple,1,26,,,,,,,,,,,,
43019,Jessica,South,Bellen,Blue,2,61,,,,,,,,,,,,
43019,Nicole,West,Doublers,Purple,2,50,,,,,,,,,,,,
43019,Adam,West,Doublers,Purple,1,26.5,,,,,,,,,,,,
43019,Julie,South,Quad,Rainbow,2,69,,,,,,,,,,,,
43019,Jessica,West,Quad,Red,22,713.6,,,,,,,,,,,,
43019,Julie,East,Sunshine,Red,8,162.6,,,,,,,,,,,,
43019,Julie,South,Sunshine,Red,3,62.85,,,,,,,,,,,,
43019,Julie,West,Quad,Blue,3,60,,,,,,,,,,,,
43019,Nabil,South,Aspen,Rainbow,3,75,,,,,,,,,,,,
43019,Julie,South,Bellen,Purple,1,32,,,,,,,,,,,,
43019,Mike,South,Sunbell,Blue,1,30.5,,,,,,,,,,,,
43019,Mike,East,Doublers,Purple,1,25.5,,,,,,,,,,,,
43019,Mike,East,Aspen,Red,3,72,,,,,,,,,,,,
43019,Mike,East,Sunshine,Rainbow,2,40.9,,,,,,,,,,,,
43019,Mike,West,Bellen,Rainbow,3,71.85,,,,,,,,,,,,
43019,Adam,East,Sunbell,Red,2,49,,,,,,,,,,,,
43019,Julie,South,Sunbell,Purple,1,27,,,,,,,,,,,,
43019,Jessica,West,Quad,Rainbow,2,69,,,,,,,,,,,,
43019,Jessica,West,Sunbell,Red,3,78,,,,,,,,,,,,
43019,Julie,West,Aspen,Purple,2,43,,,,,,,,,,,,
43019,Julie,West,Doublers,Red,1,26.5,,,,,,,,,,,,
43019,Julie,West,Bellen,Red,2,48.9,,,,,,,,,,,,
43019,Nabil,West,Bellen,Clear,3,93,,,,,,,,,,,,
43019,Nabil,East,Carlota,Red,3,68.85,,,,,,,,,,,,
43019,Nicole,West,Sunbell,Red,2,53,,,,,,,,,,,,
43019,Adam,West,Bellen,Blue,2,61,,,,,,,,,,,,
43019,Jessica,West,Bellen,Red,2,48.9,,,,,,,,,,,,
43019,Jessica,South,Bellen,Clear,1,25.95,,,,,,,,,,,,
43019,Julie,West,Sunshine,Red,2,42.9,,,,,,,,,,,,
43019,Nicole,West,Quad,Blue,1,37,,,,,,,,,,,,
43019,Jessica,West,Doublers,Red,7,562.65,,,,,,,,,,,,
43019,Julie,West,Bellen,Rainbow,3,71.85,,,,,,,,,,,,
43019,Julie,West,Sunshine,Red,13,249.35,,,,,,,,,,,,
43020,Julie,South,Doublers,Purple,1,25.5,,,,,,,,,,,,
43020,Jessica,East,Sunshine,Clear,2,42.9,,,,,,,,,,,,
43020,Mike,East,Carlota,Red,3,71.85,,,,,,,,,,,,
43020,Mike,East,Sunbell,Red,1,29.5,,,,,,,,,,,,
43020,Julie,South,Sunbell,Red,3,85.5,,,,,,,,,,,,
43020,Nicole,South,Aspen,Purple,1,27,,,,,,,,,,,,
43020,Nicole,South,Bellen,Blue,1,25.95,,,,,,,,,,,,
43020,Adam,South,Quad,Rainbow,1,36,,,,,,,,,,,,
43020,Adam,South,Bellen,Red,3,71.85,,,,,,,,,,,,
43020,Jessica,West,Carlota,Red,3,71.85,,,,,,,,,,,,
43020,Mike,East,Sunshine,Rainbow,3,59.85,,,,,,,,,,,,
43020,Julie,South,Carlota,Red,4,94.8,,,,,,,,,,,,
43020,Nabil,West,Doublers,Red,4,97,,,,,,,,,,,,
43020,Mike,East,Aspen,Blue,3,72,,,,,,,,,,,,
43020,Adam,West,Bellen,Purple,1,25.95,,,,,,,,,,,,
43020,Nabil,West,Doublers,Red,23,516.59,,,,,,,,,,,,
43020,Adam,West,Sunbell,Rainbow,3,75,,,,,,,,,,,,
43020,Julie,East,Bellen,Rainbow,2,46.9,,,,,,,,,,,,
43020,Nicole,West,Sunbell,Rainbow,4,103,,,,,,,,,,,,
43020,Mike,West,Bellen,Blue,2,61,,,,,,,,,,,,
43020,Mike,East,Doublers,Red,3,230.85,,,,,,,,,,,,
43020,Nicole,West,Bellen,Blue,3,93,,,,,,,,,,,,
43020,Julie,East,Quad,Red,2,69,,,,,,,,,,,,
43020,Mike,South,Aspen,Clear,4,83,,,,,,,,,,,,
43020,Nicole,West,Doublers,Rainbow,2,50,,,,,,,,,,,,
43020,Julie,South,Quad,Clear,13,410.55,,,,,,,,,,,,
43020,Jessica,West,Doublers,Blue,1,26.5,,,,,,,,,,,,
43020,Julie,East,Bellen,Rainbow,2,48.9,,,,,,,,,,,,
43020,Adam,East,Quad,Purple,2,39,,,,,,,,,,,,
43020,Nicole,West,Bellen,Red,2,63,,,,,,,,,,,,
43020,Mike,West,Bellen,Rainbow,2,63,,,,,,,,,,,,
43020,Mike,South,Aspen,Red,18,345,,,,,,,,,,,,
43020,Mike,East,Carlota,Red,3,68.85,,,,,,,,,,,,
43020,Mike,South,Bellen,Red,1,25.95,,,,,,,,,,,,
43020,Nicole,West,Carlota,Blue,15,330,,,,,,,,,,,,
43020,Jessica,West,Sunshine,Red,2,42.9,,,,,,,,,,,,
43020,Jessica,West,Quad,Red,1,21,,,,,,,,,,,,
43020,Nabil,West,Quad,Red,4,79,,,,,,,,,,,,
43020,Nabil,South,Bellen,Clear,2,61,,,,,,,,,,,,
43020,Nabil,West,Sunbell,Red,1,28,,,,,,,,,,,,
43020,Jessica,West,Sunshine,Rainbow,2,42.9,,,,,,,,,,,,
43020,Julie,West,Doublers,Rainbow,2,50,,,,,,,,,,,,
43020,Mike,East,Aspen,Blue,1,26,,,,,,,,,,,,
43020,Jessica,South,Quad,Blue,2,39,,,,,,,,,,,,
43020,Julie,West,Doublers,Rainbow,1,82.95,,,,,,,,,,,,
43020,Mike,West,Doublers,Blue,1,26.5,,,,,,,,,,,,
43020,Jessica,West,Sunbell,Red,2,51,,,,,,,,,,,,
43020,Julie,West,Sunshine,Red,1,22.95,,,,,,,,,,,,
43020,Nabil,East,Doublers,Blue,2,48,,,,,,,,,,,,
43020,Mike,South,Sunbell,Rainbow,2,51,,,,,,,,,,,,
43020,Nicole,West,Carlota,Rainbow,2,48.9,,,,,,,,,,,,
43020,Nabil,South,Sunshine,Blue,3,62.85,,,,,,,,,,,,
43020,Mike,East,Bellen,Rainbow,3,68.85,,,,,,,,,,,,
43021,Julie,South,Bellen,Clear,3,71.85,,,,,,,,,,,,
43021,Mike,East,Doublers,Rainbow,2,162.9,,,,,,,,,,,,
43021,Mike,South,Bellen,Blue,1,32,,,,,,,,,,,,
43021,Adam,East,Doublers,Rainbow,2,50,,,,,,,,,,,,
43021,Julie,South,Quad,Blue,2,71,,,,,,,,,,,,
43021,Mike,South,Doublers,Blue,1,25.5,,,,,,,,,,,,
43021,Adam,South,Sunbell,Red,1,28,,,,,,,,,,,,
43021,Nabil,South,Bellen,Red,2,61,,,,,,,,,,,,
43021,Jessica,South,Sunshine,Rainbow,1,22.95,,,,,,,,,,,,
43021,Nabil,South,Quad,Rainbow,3,102,,,,,,,,,,,,
43021,Jessica,South,Aspen,Purple,5,123,,,,,,,,,,,,
43021,Julie,East,Aspen,Purple,2,49,,,,,,,,,,,,
43021,Mike,West,Carlota,Red,3,71.85,,,,,,,,,,,,
43021,Jessica,West,Sunbell,Blue,2,53,,,,,,,,,,,,
43021,Julie,West,Sunshine,Purple,1,22.95,,,,,,,,,,,,
43021,Mike,West,Quad,Rainbow,6,207,,,,,,,,,,,,
43021,Julie,West,Quad,Purple,3,102,,,,,,,,,,,,
43021,Julie,South,Quad,Purple,3,102,,,,,,,,,,,,
43021,Mike,South,Sunbell,Clear,1,29.5,,,,,,,,,,,,
43021,Jessica,South,Bellen,Blue,1,32,,,,,,,,,,,,
43021,Julie,East,Sunbell,Rainbow,3,82.5,,,,,,,,,,,,
43021,Julie,East,Quad,Blue,2,67,,,,,,,,,,,,
43021,Julie,East,Aspen,Red,2,51,,,,,,,,,,,,
43021,Nicole,West,Carlota,Red,1,25.95,,,,,,,,,,,,
43021,Mike,East,Sunshine,Red,1,21.95,,,,,,,,,,,,
43021,Julie,West,Aspen,Clear,3,66,,,,,,,,,,,,
43021,Nabil,South,Bellen,Clear,3,71.85,,,,,,,,,,,,
43021,Jessica,East,Sunshine,Red,2,42.9,,,,,,,,,,,,
43021,Nabil,South,Sunshine,Red,2,42.9,,,,,,,,,,,,
43021,Julie,East,Carlota,Red,3,71.85,,,,,,,,,,,,
43021,Nabil,West,Aspen,Purple,2,53,,,,,,,,,,,,
43021,Mike,East,Sunshine,Red,3,62.85,,,,,,,,,,,,
43021,Nabil,East,Quad,Rainbow,2,69,,,,,,,,,,,,
43021,Nabil,East,Doublers,Clear,23,1749.85,,,,,,,,,,,,
43021,Nabil,South,Bellen,Red,3,71.85,,,,,,,,,,,,
43021,Nicole,East,Sunbell,Clear,2,58,,,,,,,,,,,,
43021,Mike,East,Bellen,Red,3,71.85,,,,,,,,,,,,
43021,Mike,East,Bellen,Rainbow,2,48.9,,,,,,,,,,,,
43021,Mike,South,Quad,Purple,1,21,,,,,,,,,,,,
43021,Julie,South,Sunshine,Clear,3,62.85,,,,,,,,,,,,
43021,Nabil,South,Bellen,Rainbow,10,232.5,,,,,,,,,,,,
43021,Mike,South,Quad,Red,3,102,,,,,,,,,,,,
43021,Mike,West,Sunshine,Rainbow,2,42.9,,,,,,,,,,,,
43021,Mike,West,Aspen,Clear,3,63,,,,,,,,,,,,
43021,Mike,West,Bellen,Red,2,61,,,,,,,,,,,,
43021,Nabil,West,Bellen,Purple,3,93,,,,,,,,,,,,
43021,Mike,West,Quad,Purple,2,69,,,,,,,,,,,,
43021,Mike,South,Sunshine,Blue,3,62.85,,,,,,,,,,,,
43021,Nabil,East,Aspen,Purple,2,41,,,,,,,,,,,,
43021,Jessica,West,Quad,Rainbow,1,37,,,,,,,,,,,,
43021,Jessica,South,Sunshine,Red,2,42.9,,,,,,,,,,,,
43021,Jessica,West,Quad,Red,1,36,,,,,,,,,,,,
43021,Adam,West,Sunbell,Rainbow,1,30.5,,,,,,,,,,,,
43021,Julie,East,Quad,Clear,1,35,,,,,,,,,,,,
43021,Jessica,East,Aspen,Red,2,41,,,,,,,,,,,,
43021,Julie,West,Sunshine,Red,2,42.9,,,,,,,,,,,,
43021,Jessica,South,Quad,Blue,1,36,,,,,,,,,,,,
43021,Mike,East,Doublers,Clear,2,154.9,,,,,,,,,,,,
43021,Mike,South,Carlota,Purple,3,71.85,,,,,,,,,,,,
43021,Jessica,West,Aspen,Blue,3,66,,,,,,,,,,,,
43021,Jessica,West,Sunbell,Red,1,28,,,,,,,,,,,,
43021,Adam,West,Bellen,Rainbow,2,63,,,,,,,,,,,,
43021,Jessica,West,Bellen,Blue,3,93,,,,,,,,,,,,
43021,Jessica,West,Sunbell,Red,2,58,,,,,,,,,,,,
43021,Mike,West,Bellen,Red,2,61,,,,,,,,,,,,
43022,Jessica,East,Sunshine,Clear,1,22.95,,,,,,,,,,,,
43022,Mike,East,Carlota,Rainbow,21,440.85,,,,,,,,,,,,
43022,Julie,East,Sunbell,Purple,3,72,,,,,,,,,,,,
43022,Nabil,South,Aspen,Red,11,212,,,,,,,,,,,,
43022,Nabil,South,Quad,Purple,1,36,,,,,,,,,,,,
43022,Nabil,East,Bellen,Red,2,61,,,,,,,,,,,,
43022,Julie,South,Bellen,Purple,2,48.9,,,,,,,,,,,,
43022,Julie,South,Bellen,Red,2,48.9,,,,,,,,,,,,
43022,Nabil,South,Quad,Rainbow,2,71,,,,,,,,,,,,
43022,Nabil,West,Bellen,Rainbow,3,71.85,,,,,,,,,,,,
43022,Mike,West,Bellen,Clear,2,61,,,,,,,,,,,,
43022,Mike,West,Sunbell,Red,2,51,,,,,,,,,,,,
43022,Adam,West,Sunshine,Purple,2,42.9,,,,,,,,,,,,
43022,Jessica,East,Carlota,Clear,2,46.9,,,,,,,,,,,,
43022,Adam,East,Bellen,Clear,3,68.85,,,,,,,,,,,,
43022,Nicole,West,Sunshine,Red,10,202.5,,,,,,,,,,,,
43022,Jessica,East,Quad,Blue,3,57,,,,,,,,,,,,
43022,Mike,West,Bellen,Clear,2,48.9,,,,,,,,,,,,
43022,Julie,West,Sunshine,Red,3,62.85,,,,,,,,,,,,
43022,Adam,West,Bellen,Purple,3,71.85,,,,,,,,,,,,
43022,Nicole,West,Quad,Clear,1,37,,,,,,,,,,,,
